Estacao;Data;Hora;InsolacaoTotal;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;
82900;30/09/1998;0000;243.4;22;52.3;;;28.723333;25.406;21.45;74.675;
82900;31/10/1998;0000;250.1;12;55.4;;;29.5;26.26129;22.625806;73.306452;
82900;30/11/1998;0000;251.4;8;15.8;;;30.548276;27.054483;22.896667;72.4;
82900;31/12/1998;0000;269.5;11;16;;1011.47957;30.993548;27.432903;23.23871;69.629032;
82900;31/01/1999;0000;257.8;10;44.7;;;30.987097;27.369677;23.006452;70.830645;
82900;28/02/1999;0000;211.6;12;18.8;;;31.128571;27.812143;24.146429;70.4375;
82900;31/03/1999;0000;249.8;13;196.9;;1010.11828;30.63871;27.417419;23.719355;73.403226;
82900;30/04/1999;0000;242.7;13;103.4;;;30.383333;27.005333;22.753333;73.8;
82900;31/05/1999;0000;220.2;27;306.1;;;29.345161;25.836774;22.454839;81.403226;
82900;30/06/1999;0000;223.2;17;125.3;;;28.67;25.084667;21.626667;80.4;
82900;31/07/1999;0000;205;22;259.6;;;27.858065;24.295484;20.990323;79.306452;
82900;31/08/1999;0000;214;25;142.2;;;27.503226;23.826452;20.151613;79.177419;
82900;30/09/1999;0000;203.7;19;72.8;;;28.23;25.307333;22.2;75.775;
82900;31/10/1999;0000;257.3;13;90.3;;1013.35914;29.051613;25.858065;22.264516;73.322581;
82900;30/11/1999;0000;257.5;11;18.9;;;30.176667;26.791333;22.81;71.475;
82900;31/12/1999;0000;210.6;25;104.9;;;30.235484;27.160645;23.848387;73.282258;
82900;31/01/2000;0000;228.8;17;276.4;;;29.945161;26.725806;22.870968;76.483871;
82900;29/02/2000;0000;204.5;13;87.9;;;30.306897;27.01931;23.237931;76.87069;
82900;31/03/2000;0000;221.9;23;174.1;;;30.316129;27.174839;23.219355;74.854839;
82900;30/04/2000;0000;189.8;27;435.4;;;29.616667;26.374;23.186667;82.875;
82900;31/05/2000;0000;205.5;22;265.4;;1012.15914;29.196774;25.672903;22.287097;82.798387;
82900;30/06/2000;0000;133.2;26;562.9;;;27.93;24.757333;21.973333;86.016667;
82900;31/07/2000;0000;121.5;29;575;;;27.035484;24.045161;21.580645;86.841667;
82900;31/08/2000;0000;198;21;443.4;;;27.558065;24.430968;21.248387;81.104839;
82900;30/09/2000;0000;163;27;336.1;;;28.216667;25.089333;21.603333;80.358333;
82900;31/10/2000;0000;219.5;18;58.2;;1013.77957;29.112903;26.148387;22.786667;72.983871;
82900;30/11/2000;0000;244.8;10;45.1;;;29.746667;26.425333;22.366667;73.025;
82900;31/12/2000;0000;224.3;8;99.1;;1011.83871;29.33871;26.072903;22.083871;76.524194;
82900;31/01/2001;0000;244.5;13;58.8;;;29.825806;26.59871;22.445161;72.4;
82900;28/02/2001;0000;237.9;12;56.5;;;30.871429;27.332143;23.157143;72;
82900;31/03/2001;0000;211.8;19;133.7;;;30.4;27.021935;23.16129;76.806452;
82900;30/04/2001;0000;173.3;23;327.8;;1011.95;29.606667;26.030667;22.606667;81.941667;
82900;31/05/2001;0000;249.9;10;59.5;;;29.967742;26.212258;21.841935;78.306452;
82900;30/06/2001;0000;155.9;26;432.4;;;28.403333;24.607333;21.52;85.433333;
82900;31/07/2001;0000;197;31;355.5;;;27.809677;24.438065;21.370968;84.024194;
82900;31/08/2001;0000;217.2;25;211;;;27.690323;24.536774;21.370968;78.024194;
82900;30/09/2001;0000;217.4;16;106.3;;;28.38;25.343333;22.07;76.958333;
82900;31/10/2001;0000;184.7;11;103.7;;;29.219355;26.066452;23.258065;78.258065;
82900;30/11/2001;0000;237;9;32.1;;;30.003333;26.772;23.293333;74.316667;
82900;31/12/2001;0000;213.5;22;109;;;30.164516;27.265161;24.387097;77.685484;
82900;31/01/2002;0000;157;23;231.6;;;29.606452;26.495484;23.258065;80.887097;
82900;28/02/2002;0000;195.2;16;199.5;;;30.067857;26.88;23.514286;77.767857;
82900;31/03/2002;0000;206;25;409.8;;;29.819355;26.612903;23.354839;80.879032;
82900;30/04/2002;0000;194.9;23;140.2;1012.18427;;29.833333;26.49;22.986667;80.025;
82900;31/05/2002;0000;170.5;21;304.2;;;29.096774;26.04;23.06129;81.935484;
82900;30/06/2002;0000;155.4;25;583.5;;;27.803333;24.828;22.236667;84.65;
82900;31/07/2002;0000;163.5;24;282.3;;;27.670968;24.525806;21.825806;83.306452;
82900;31/08/2002;0000;200.7;25;124.2;;;27.825806;24.682581;21.158065;77.653226;
82900;30/09/2002;0000;243.5;12;42.5;;;28.656667;25.462667;21.426667;72.541667;
82900;31/10/2002;0000;189.1;12;49;;;29.022581;26.032258;22.767742;74.112903;
82900;30/11/2002;0000;199;13;87.7;;1013.23;29.74;26.210667;22.543333;75.183333;
82900;31/12/2002;0000;242.3;10;33.1;;;30.693548;27.22;23.506452;74.024194;
82900;31/01/2003;0000;228.6;12;53.3;;;31.43871;27.337419;22.583871;73.048387;
82900;28/02/2003;0000;175.1;21;158.5;;1011.925;30.514286;26.907857;23;77.303571;
82900;31/03/2003;0000;197.9;25;397.9;;;30.364516;26.621935;22.922581;81.532258;
82900;30/04/2003;0000;232.7;18;116.1;;;30.456667;26.667333;22.73;79.208333;
82900;31/05/2003;0000;212.6;19;225.9;;;30.012903;26.023226;22.606452;81.951613;
82900;30/06/2003;0000;148.1;24;474.5;;1014.07;27.986667;24.347333;21.37;85.95;
82900;31/07/2003;0000;205.9;26;282.2;;;27.445161;24.004516;21.083871;83.596774;
82900;31/08/2003;0000;234.8;24;194.8;;;27.825806;24.134194;20.732258;81.322581;
82900;30/09/2003;0000;241;18;136;;;28.533333;25.139333;21.743333;77.35;
82900;31/10/2003;0000;248.9;18;52.3;;1013.52043;29.483871;26.047097;22.512903;74.330645;
82900;30/11/2003;0000;265.8;11;26.8;;;30.69;26.936;23.256667;72.341667;
82900;31/12/2003;0000;266.7;16;51.5;1013.03871;;31.306452;27.335484;23.523333;71.919355;
82900;31/01/2004;0000;148.2;22;249.9;1011.64086;;30.66129;26.876774;23.674194;79.177419;
82900;29/02/2004;0000;185.4;17;226;;;30.675862;26.72069;22.868966;79.189655;
82900;31/03/2004;0000;228.6;19;168.8;;1011.27957;30.735484;26.917419;23.193548;77.169355;
82900;30/04/2004;0000;178.2;26;378.2;1012.78;1011.85;30.09;26.345333;22.963333;82;
82900;31/05/2004;0000;166.6;28;327.7;;;29.341935;25.270323;22.23871;86.120968;
82900;30/06/2004;0000;92.6;27;537.3;1016.76;;28.293333;24.432;21.727586;88;
82900;31/07/2004;0000;149.3;24;359.8;;;27.890323;23.834839;20.625806;86.08871;
82900;31/08/2004;0000;225.6;23;138.9;;;28.396774;23.945161;20.012903;82.459677;
82900;30/09/2004;0000;222.8;18;81.1;;;28.643333;24.875333;21.173333;78.166667;
82900;31/10/2004;0000;262.3;9;33.6;1014.27957;;29.641935;25.987097;22.16129;73.846774;
82900;30/11/2004;0000;255.9;6;18.2;;;30.55;26.714;22.896667;71.058333;
82900;31/12/2004;0000;285.5;9;13.2;;;31.032258;27.085806;22.735484;69.419355;
82900;31/01/2005;0000;262.9;6;14.3;;;31.467742;27.631613;23.267742;70.629032;
82900;28/02/2005;0000;214.7;16;80.4;;;31.682143;27.695714;23.85;74.919643;
82900;31/03/2005;0000;239.3;13;75.9;;;31.864516;28.148387;23.873333;72.591667;
82900;30/04/2005;0000;239.1;21;168.1;;;30.62;27.222667;23.16;78.308333;
82900;31/05/2005;0000;161.8;25;507.1;;;29.5;25.811613;22.341935;86.096774;
82900;30/06/2005;0000;117;30;709;;;28.366667;24.827333;21.923333;87.483333;
82900;31/07/2005;0000;212.8;27;182.7;;;28.145161;24.245806;20.57;81.709677;
82900;31/08/2005;0000;181.1;27;290.8;;;27.654839;24.145806;20.906452;83.427419;
82900;30/09/2005;0000;234.3;16;45.3;;;28.716667;25.213333;21.436667;76.1;
82900;31/10/2005;0000;277.4;12;59.7;;;29.674194;25.931613;21.816129;74.024194;
82900;30/11/2005;0000;262.1;9;8.7;;;30.58;26.882;23.255172;70.6;
82900;31/12/2005;0000;232.7;15;174.2;;;30.1;26.729677;22.913793;73.056452;
82900;31/01/2006;0000;251.1;11;12.3;;;30.609677;27.105806;23.316129;70.540323;
82900;28/02/2006;0000;221.9;8;32.4;;;31.764286;27.691429;23.246429;70.491071;
82900;31/03/2006;0000;255.9;17;158.2;;;31.635484;27.617419;23.012903;74.701613;
82900;30/04/2006;0000;193.4;22;322.2;;;30.603333;26.672667;22.913333;80.541667;
82900;31/05/2006;0000;191.9;25;338;;;29.732258;25.76;22.663333;85.048387;
82900;30/06/2006;0000;147.4;26;432.1;;;28.48;25.046667;21.963333;83.533333;
82900;31/07/2006;0000;190.2;26;222.5;;;28.422581;24.460645;21.096774;82.475806;
82900;31/08/2006;0000;199.2;21;185.8;;;28.377419;24.550968;21.212903;79.75;
82900;30/09/2006;0000;245.5;15;79;;;29.023333;25.442667;21.783333;75.016667;
82900;31/10/2006;0000;284.8;10;8.7;1013.88913;;30.312903;26.650968;22.777419;69.951613;
82900;30/11/2006;0000;274.7;10;84.7;1012.61954;;30.776667;27.045517;23.01;71.034483;
82900;31/12/2006;0000;237.9;9;106.4;;;30.86129;26.986667;22.744828;73.241667;
82900;31/01/2007;0000;256.7;16;83.5;1013.02043;;30.867742;27.11871;23.087097;74.983871;
82900;28/02/2007;0000;196.2;15;226.7;;;31.621429;27.364286;23.217857;75.75;
82900;31/03/2007;0000;228.5;19;138.7;1012.47957;1011.55914;30.406452;26.886452;23.254839;78.048387;
82900;30/04/2007;0000;212.4;19;347.3;;;30.316667;26.340667;22.666667;80.466667;
82900;31/05/2007;0000;205.1;20;208.2;;;29.683871;25.585161;22.506452;83.854839;
82900;30/06/2007;0000;129.8;25;390.8;;;28.36;24.791333;21.710345;84.483333;
82900;31/07/2007;0000;191.7;26;331;;;28.290323;24.049032;20.987097;83.66129;
82900;31/08/2007;0000;196.4;26;223.7;;1015.77957;27.735484;24.340645;21.619355;81.201613;
82900;30/09/2007;0000;207.2;19;127.1;;;27.716667;24.690667;21.653333;79.466667;
82900;31/10/2007;0000;231.8;16;25.6;;;28.948387;25.634194;22.187097;74.064516;
82900;30/11/2007;0000;263.9;10;40;;;30.216667;26.534;23.146429;71.833333;
82900;31/12/2007;0000;264.6;12;30.6;1012.3;;30.664516;27.037419;23.45;70.564516;
82900;31/01/2008;0000;213.5;13;85.7;;;30.358065;27.009032;23.441935;72.604839;
82900;29/02/2008;0000;256.7;8;32.3;;;31.796552;27.693793;23.003448;69.224138;
82900;31/03/2008;0000;207.8;15;395.4;;;30.96129;26.972258;23.154839;77.475806;
82900;30/04/2008;0000;211.9;21;314.2;;;30.436667;26.091034;21.860714;82.206897;
82900;31/05/2008;0000;186.8;26;415.7;1012.75914;;29.345161;25.5;21.7;84.185484;
82900;30/06/2008;0000;148.9;24;391.8;;;28.096667;24.27;21.086667;86.033333;
82900;31/07/2008;0000;155;29;374.3;;;27.190323;23.787097;20.8;85.241935;
82900;31/08/2008;0000;173.8;27;294.4;;1014.46129;27.412903;23.76129;20.480645;84.854839;
82900;30/09/2008;0000;195.2;16;47.6;;;28.526667;25.328;22.376667;77.975;
82900;31/10/2008;0000;222.4;17;53.6;;;29.3;26.174194;23.077419;74.854839;
82900;30/11/2008;0000;248.2;7;16;;;30.476667;26.906667;23.116667;69.291667;
82900;31/12/2008;0000;241.5;6;18.3;;;31.090323;27.190968;22.951613;68.83871;
82900;31/01/2009;0000;240;7;85.2;;1011.54086;31.093548;27.30129;23.045161;70.016129;
82900;28/02/2009;0000;156.9;20;376.1;;;29.992857;26.532857;23.051852;78.803571;
82900;31/03/2009;0000;250.4;15;142.8;;1010.36129;31.16129;27.216129;22.874194;75.790323;
82900;30/04/2009;0000;189.8;19;351.8;;;30.396667;26.389655;23.096667;83.408333;
82900;31/05/2009;0000;154.2;27;410.1;;;29.432258;25.809677;23.083871;87.685484;
82900;30/06/2009;0000;161;22;333;1014.84382;;28.473333;25.046667;22.373333;86.375;
82900;31/07/2009;0000;183.1;28;386.8;;;28.27;24.587333;22.013333;85.733871;
82900;31/08/2009;0000;219.2;26;290.2;;;28.377419;24.623871;21.729032;82.290323;
82900;30/09/2009;0000;213.5;15;83.5;;;28.99;25.636;22.406667;77.616667;
82900;31/10/2009;0000;258.7;7;16.3;;;30.393548;26.292258;21.829032;71.341667;
82900;30/11/2009;0000;254.3;10;49.9;;;30.834483;26.97931;23.223333;69.982759;
82900;31/12/2009;0000;244.1;14;47.8;;;31.041935;27.372258;23.696774;72.975806;
82900;31/01/2010;0000;157.5;22;193.4;;;30.112903;26.643226;23.296774;79.435484;
82900;28/02/2010;0000;193.3;14;45.2;;;31.296429;27.754286;24.346429;75.973214;
82900;31/03/2010;0000;235;10;92.7;;1011.17957;32.287097;27.906452;23.367742;75.266129;
82900;30/04/2010;0000;210.7;21;273.3;1012.02;;31.016667;27.031333;23.406667;82.408333;
82900;31/05/2010;0000;224.3;17;114.3;1012.76129;;30.332258;26.285806;22.716667;82.967742;
82900;30/06/2010;0000;180.3;23;543.9;;;29.116667;25.344;22.62;85.325;
82900;31/07/2010;0000;178.4;29;259.4;;;28.167742;24.452903;21.52;84.056452;
82900;31/08/2010;0000;156.9;23;191.2;;;27.525806;23.706452;20.573333;82.991935;
82900;30/09/2010;0000;206.4;22;74.3;;;28.216667;24.976552;21.639286;75.608333;
82900;31/10/2010;0000;209.6;9;37.4;;;29.974194;26.34;22.764516;72.701613;
82900;30/11/2010;0000;272.7;8;23.5;;;30.74;27.056;23.033333;67.8;
82900;31/12/2010;0000;219.9;10;84.8;;;30.967742;27.114194;22.916129;70.274194;
82900;31/01/2011;0000;192.3;19;139.3;;;30.409677;26.7;22.970968;74.596774;
82900;28/02/2011;0000;208.8;18;336.6;;;30.557143;26.917143;22.935714;74.196429;
82900;31/03/2011;0000;255;16;129.5;;;31.529032;27.25871;22.709677;74.33871;
82900;30/04/2011;0000;123.8;24;647.4;;;29.686667;26.01;22.4;82.575;
82900;31/05/2011;0000;131.4;25;755.7;;;28.93871;25.483226;22.258065;86.701613;
82900;30/06/2011;0000;149.2;21;303.9;;;28.4;24.822667;21.443333;84.566667;
82900;31/07/2011;0000;126.2;29;544.4;;;27.43871;23.971613;20.919355;86;
82900;31/08/2011;0000;174.8;23;201.8;;;28.051613;24.170323;20.196774;79.725806;
82900;30/09/2011;0000;159.1;19;35.7;;1015.89;28.436667;24.931333;20.93;74.583333;
82900;31/10/2011;0000;192.6;16;34.6;;;29.709677;26.062581;22.029032;71.959677;
82900;30/11/2011;0000;218.7;17;75;;;30.13;26.512;22.333333;71.1;
82900;31/12/2011;0000;237.3;11;41.8;;;30.93871;27.016774;22.758065;69.806452;
82900;31/01/2012;0000;171.6;20;198.6;;1012.1375;30.233333;26.409286;22.280645;74.532258;
82900;29/02/2012;0000;194;13;189.8;;;29.906897;26.566897;22.613793;73.612069;
82900;31/03/2012;0000;225.4;15;138.8;;;30.648387;26.744516;22.422581;73.508065;
82900;30/04/2012;0000;237.2;13;55.8;;;30.473333;26.36069;21.653333;74.05;
82900;31/05/2012;0000;220.9;20;190.2;;;29.822581;25.668276;21.019355;76;
82900;30/06/2012;0000;165;23;296.5;;;28.7;24.627143;20.748276;82.225;
82900;31/07/2012;0000;192.9;24;261.7;;;27.990323;24.361935;20.687097;80.241935;
82900;31/08/2012;0000;203.6;24;163.5;1017.73587;;27.467742;23.808;20.332258;80.201613;
82900;30/09/2012;0000;163.6;8;19.7;;1016.43;28.583333;25.086207;21.106667;71.6;
82900;31/10/2012;0000;187.2;13;54.4;;;29.206452;25.790323;22.096774;70.951613;
82900;30/11/2012;0000;230.6;5;9.9;;;31.043333;26.975333;22.716667;66.041667;
82900;31/12/2012;0000;219.5;11;25.1;;;31.145161;27.348667;23.696552;67.741935;
82900;31/01/2013;0000;227.5;13;95.7;;;31.241935;27.229677;22.86129;70.379032;
82900;28/02/2013;0000;205.2;13;47.7;;;31.717857;27.785;23.45;68.6875;
82900;31/03/2013;0000;201.4;3;98.8;;;31.632258;27.709032;23.806452;71.354839;
82900;30/04/2013;0000;212;;229;1012.8;;31.613333;27.209333;22.733333;74.4;
82900;31/05/2013;0000;202.8;;316.9;;;29.843333;25.818667;22.274194;80.75;
82900;30/06/2013;0000;183.3;;491.4;;;28.82;24.946;21.71;86.291667;
82900;31/07/2013;0000;151.2;;416.4;;1015.28913;27.970968;24.276774;21.254839;84.596774;
82900;31/08/2013;0000;179.4;;225.3;;;28.077419;24.64129;21.593548;80.459677;
82900;30/09/2013;0000;142.2;;146;;;28.476667;25.104667;22.016667;78.866667;
82900;31/10/2013;0000;164.7;;129.2;;;29.5;26.037419;22.793548;75.524194;
82900;30/11/2013;0000;139.1;;76.5;;;29.963333;26.509333;23.173333;76.983333;
82900;31/12/2013;0000;156.4;;177.3;;;30.73871;27.004516;23.193333;74.483871;
82900;31/01/2014;0000;182.8;;108.9;;;30.432258;26.5;22.63;73.858333;
82900;28/02/2014;0000;116.4;;148.2;;;30.546429;26.543571;22.560714;77.571429;
82900;31/03/2014;0000;164.3;;252.4;;1011.81828;30.93871;26.857419;23.241935;79.370968;
82900;30/04/2014;0000;209.8;;268.5;;;31.27;27.042;23.17;77.066667;
82900;31/05/2014;0000;194.5;;315.1;;1012.48172;29.580645;25.512258;22.345161;83.314516;
82900;30/06/2014;0000;193.4;;322.8;;;28.566667;24.876667;21.633333;82.083333;
82900;31/07/2014;0000;182.8;;278.9;;1016.7;28.206452;24.394194;21.216129;82.274194;
82900;31/08/2014;0000;179.3;;162.2;1017.28913;;28;23.985161;20.709677;80.709677;
82900;30/09/2014;0000;133.2;;248.9;1016.26;;28.473333;24.82069;21.443333;80.283333;
82900;31/10/2014;0000;193.6;;146.5;;;29.132258;25.673333;22.570968;78.258065;
82900;30/11/2014;0000;233.9;;56;;;30.506667;26.300667;22.49;73.308333;
82900;31/12/2014;0000;224.4;;71.3;;1012.98172;30.754839;26.683226;22.83871;73.427419;
82900;31/01/2015;0000;254.1;;65.4;;;30.873333;26.931034;22.726667;71.431034;
82900;28/02/2015;0000;229.2;;56.2;;;31.646429;27.445714;23.307143;71.419643;
82900;31/03/2015;0000;205.9;;341.2;1012.87957;1011.97957;30.574194;26.767742;22.812903;76.580645;
82900;30/04/2015;0000;258.7;;74.6;1012.92;;31.63;27.179333;22.41;73.641667;
82900;31/05/2015;0000;241.6;;178.9;;;30.764516;26.44;22.203226;77.306452;
82900;30/06/2015;0000;170.5;;460.5;1015.99;1015.04;29.02;25.038667;21.616667;83.516667;
82900;31/07/2015;0000;141.4;;446.3;;;28.067742;24.314667;21.336667;86.8;
82900;31/08/2015;0000;214.9;;116;;;28.531034;24.575172;20.912903;78.706897;
82900;30/09/2015;0000;230.7;;35.1;;;29.816667;25.680667;21.596667;74.216667;
82900;31/10/2015;0000;246.7;;16.6;;;30.135484;26.394;22.583871;70.314516;
82900;30/11/2015;0000;277.9;;30.6;;;31.413333;26.995714;22.796667;68.691667;
82900;31/12/2015;0000;213.5;;91.8;;;31.333333;27.162759;23.523333;69.075;
82900;31/01/2016;0000;176.6;;124;1013.03871;;31.316129;27.486429;23.687097;74.290323;
82900;29/02/2016;0000;195.9;;70;1013.43375;1012.5475;31.4;27.45;23.882143;74.019231;
82900;31/03/2016;0000;203.6;;268.7;;;31.412903;27.517037;24.029032;75.919355;
82900;30/04/2016;0000;192.9;;292.4;;;30.63;26.862759;23.756667;79.358333;
82900;31/05/2016;0000;187.6;;478.9;;;29.629032;25.734483;22.493548;81.935484;
82900;30/06/2016;0000;226.8;;148.5;;;28.916667;24.986429;21.3;81.008621;
82900;31/07/2016;0000;205.8;;110.3;;;28.383871;24.424;20.893548;80.443548;
82900;31/08/2016;0000;209.4;;57.5;;;28.922581;24.689677;20.609677;77.193548;
82900;30/09/2016;0000;236.1;;57.4;;1015.54;29.773333;25.696;21.726667;73.741667;
82900;31/10/2016;0000;251.6;;14.1;;;31.16129;26.77871;22.525806;70.129032;
82900;30/11/2016;0000;239.5;;17.8;;;31.973333;27.381481;23.133333;69.783333;
82900;31/12/2016;0000;229.2;;68;;;31.903226;27.432;22.76129;70.943548;